order_id,service_rating,delivery_rating,food_quality_rating
9405,2,2,5
120526,4,1,3
33849,5,5,4
130257,4,1,5
144285,5,3,5
174978,4,3,5
99699,5,3,5
128637,2,5,3
135763,5,5,4
65110,5,4,4
107370,4,5,2
143759,5,3,5
175729,5,4,5
156221,4,1,4
162191,4,5,3
147394,3,5,4
33663,5,4,3
123296,3,5,4
157347,4,5,4
87455,4,5,1
172293,5,4,2
102490,5,4,4
191883,4,4,3
14653,5,5,2
118162,5,4,2
20820,2,4,4
139260,2,4,1
20128,3,3,3
117509,4,4,4
156956,3,5,4
116254,2,3,3
18880,5,3,2
21729,4,1,4
160176,2,1,4
12959,2,4,1
167997,4,3,5
145804,4,5,4
189154,5,4,3
191712,4,4,1
75232,4,5,4
130808,3,2,4
25165,4,5,5
111625,4,4,4
99828,4,4,4
127229,5,4,4
13142,5,5,5
141081,3,2,5
123810,2,2,2
19517,3,4,4
91204,5,5,4
97170,5,1,3
92700,2,5,3
163899,5,5,5
129701,5,4,4
163169,4,1,3
42036,4,2,2
48621,5,4,3
191563,3,4,4
56858,4,3,4
41312,5,4,4
129254,4,3,3
149348,5,4,5
49978,1,4,5
148974,4,4,4
71672,1,4,4
161518,3,5,5
102653,5,2,3
104532,5,4,4
84398,3,4,3
199386,4,1,4
179704,5,5,4
32468,4,4,4
161900,3,1,5
142718,4,1,3
187760,5,5,2
123791,3,5,3
100660,1,4,1
178238,5,4,4
68675,5,5,4
153527,5,5,3
62472,4,3,3
147674,5,5,5
118178,4,3,3
164770,5,2,4
126798,3,4,5
26729,2,4,5
44100,3,5,4
66653,4,4,4
19661,4,4,2
149310,3,4,5
55235,5,4,4
172505,5,4,3
155031,4,4,3
73037,3,5,5
5224,3,4,4
45353,4,4,5
157026,5,5,1
10414,5,2,2
71748,5,3,5
109556,5,4,1
60277,4,5,4
53904,3,3,1
179112,4,2,2
113205,5,5,5
133883,4,5,5
3875,5,3,5
52015,5,5,4
15145,4,4,5
153983,3,3,5
119603,5,3,4
74519,4,5,4
92657,5,4,5
153927,2,3,5
147054,5,5,3
89361,1,3,5
17751,1,1,3
114694,4,5,3
168281,2,4,5
156756,1,3,5
107941,5,5,5
133423,3,2,5
2397,4,4,5
104490,2,5,4
97524,4,4,3
8260,4,3,5
32731,4,1,2
131292,4,5,5
148918,4,3,4
129116,1,5,4
18467,4,5,4
52234,5,4,1
134763,1,4,2
11564,4,4,5
170293,3,1,3
173178,4,5,4
16574,5,5,5
159676,4,4,2
76216,5,2,3
40634,5,3,3
192095,3,5,5
193432,1,4,4
28175,4,5,2
127724,5,3,3
192348,4,5,2
13036,4,3,4
189787,4,3,5
157958,3,4,3
30239,4,4,5
108649,2,3,4
102576,1,3,2
177301,4,5,3
76277,2,4,3
109402,5,5,3
10312,4,4,4
27253,5,5,5
75090,5,3,4
15596,4,4,3
16012,3,4,3
127872,5,5,5
135184,2,5,2
10699,1,4,4
33825,5,5,3
143910,4,4,4
156715,5,3,3
25169,4,4,3
190302,5,5,5
55901,4,4,2
30736,5,4,3
75209,2,4,3
33959,4,4,4
165664,4,4,4
109723,2,2,1
198100,5,5,4
108097,5,4,5
146267,4,4,5
85927,5,3,2
173086,5,4,3
114028,4,5,1
145006,5,5,4
152492,3,5,4
40293,2,5,3
11352,3,3,3
1356,4,1,5
172473,3,4,4
75179,5,2,5
195189,3,3,4
191835,2,5,5
54980,2,3,5
194620,5,4,3
177896,3,3,4
122095,5,5,3
73493,2,4,5
185602,4,2,4
146023,2,5,5
135468,1,3,4
61720,2,3,4
101607,3,1,5
30407,4,3,4
79485,3,5,5
13904,1,3,4
53896,3,4,4
129369,5,1,5
95677,4,3,5
88159,4,5,4
46010,1,1,5
79133,5,1,4
80546,2,5,1
195192,4,4,5
134151,5,3,1
83430,1,3,2
160199,4,4,3
105513,2,4,3
117373,5,3,4
98502,2,4,4
97016,4,2,3
82225,4,3,4
70188,5,5,5
126021,5,2,3
31643,3,2,5
123687,3,4,3
153185,4,2,5
102158,3,5,2
168803,2,4,3
62545,2,4,5
187756,5,5,4
137442,4,5,4
193812,5,4,5
172125,5,5,5
175236,4,4,2
154817,5,4,4
44920,4,5,4
96652,3,5,5
32412,5,5,3
54040,4,1,3
17679,3,4,4
119736,2,5,5
57622,4,4,3
42968,4,4,3
160311,2,4,2
167966,4,5,2
53554,4,4,4
68000,5,4,3
80324,3,5,5
141868,5,5,2
127789,4,2,5
150138,4,5,4
141985,4,5,5
12496,3,5,4
56493,4,2,5
931,3,5,3
51420,3,4,5
107187,3,4,5
14150,3,4,5
99230,5,5,5
16085,3,3,4
51888,5,5,2
182264,5,4,4
13162,4,4,4
142974,2,4,4
23495,4,5,4
142240,3,3,4
186973,1,5,5
178990,4,4,3
44327,5,4,4
102917,5,4,5
166834,3,4,5
188927,5,3,5
35258,5,4,4
99278,4,3,4
84543,2,5,4
172267,5,4,5
154158,3,4,5
152545,2,3,5
80582,4,3,1
68436,4,4,3
80186,2,4,4
194128,3,3,3
73079,5,4,2
39068,4,5,2
41440,4,4,4
48149,4,3,1
150116,5,4,5
38483,4,4,4
95243,4,5,4
85792,1,3,3
157847,5,5,5
167355,5,5,3
68401,1,3,4
147806,4,3,4
99040,3,4,5
30043,5,4,3
125606,4,2,4
175921,4,4,5
118591,3,5,4
121649,4,4,4
120428,5,5,1
34089,3,5,4
151576,3,4,3
153708,4,3,5
109761,5,5,4
17129,3,3,3
98458,5,2,4
54323,5,5,4
48342,1,3,5
69177,5,5,4
168757,3,4,4
49941,5,5,5
44061,4,5,3
130297,4,4,4
69820,4,5,4
197623,3,4,4
182520,1,4,4
122864,5,5,4
68556,3,4,5
96105,1,5,5
130361,4,3,4
103039,2,3,4
110420,4,2,3
140092,2,5,4
30306,3,3,5
108989,4,3,3
115862,4,3,4
7704,4,4,4
192755,2,5,1
162440,4,1,4
96624,4,4,2
176406,4,4,4
36652,3,4,3
81646,4,5,4
119928,2,5,1
78898,4,3,1
197356,3,5,2
133018,4,5,3
134356,2,2,1
95474,3,2,5
48042,3,2,5
105819,1,4,5
97687,5,3,1
33289,3,4,2
197476,4,3,3
113282,3,5,4
6140,4,4,3
195779,3,4,2
92652,5,5,1
167818,4,4,5
122222,5,4,2
117131,4,2,4
72888,4,2,5
7190,5,5,5
121502,5,4,5
78127,2,4,2
10992,2,5,5
130869,4,5,3
47857,3,1,5
196500,4,2,4
133160,2,4,4
155064,5,4,2
18695,5,5,5
34308,5,5,4
130717,2,3,3
80569,5,5,4
26213,5,2,2
138788,2,3,4
78008,4,1,4
32650,1,2,3
65693,4,5,2
39422,2,1,4
87377,2,2,5
162056,4,3,5
139033,2,5,1
102350,1,4,2
94019,3,3,3
99894,4,4,2
133800,3,3,3
85232,5,2,5
375,1,3,4
9766,3,5,5
90471,5,4,5
132274,3,4,5
61844,5,4,2
117928,4,4,5
57853,1,5,2
110135,4,3,3
152949,1,3,5
84444,5,4,4
49758,4,3,5
169567,5,3,5
12958,5,5,3
44392,4,4,4
122505,4,3,1
33538,2,5,4
60007,4,5,4
124842,5,1,5
178493,5,5,5
15208,4,4,4
130880,4,1,5
169167,3,5,4
171721,5,4,4
81566,2,4,4
39662,4,4,4
11882,4,4,4
63137,4,4,5
1299,2,3,5
157502,1,4,4
161772,3,4,4
198110,5,5,5
41523,4,1,5
69169,4,4,3
180114,5,5,5
87423,4,4,1
132011,3,5,5
89912,5,4,4
168741,4,4,4
154768,4,2,4
121769,4,5,4
119243,5,4,5
132112,4,3,5
126018,4,5,1
178135,4,3,3
16410,5,5,3
185396,4,5,4
76480,5,5,1
166622,5,4,4
12487,5,4,1
45251,4,5,5
100427,3,5,4
162768,2,2,4
191604,2,3,5
70515,4,5,4
145938,5,3,3
85678,4,2,3
22862,3,2,4
197564,4,1,3
1410,4,4,3
160648,4,3,5
48318,4,3,1
187922,4,4,3
29099,4,5,5
103766,3,4,5
124162,3,4,4
89933,2,4,1
184532,5,3,2
150463,5,3,1
95927,5,5,3
116559,3,4,1
123941,4,3,5
91590,4,2,5
14523,5,5,2
32975,3,3,3
67563,2,5,3
128621,4,5,5
72282,4,4,5
177810,4,3,1
84338,4,4,4
199871,3,3,5
126791,3,5,5
188064,3,3,4
6391,4,3,4
184266,3,3,4
94686,2,5,5
36913,4,3,2
193611,3,4,4
122294,4,4,3
161740,3,3,4
184975,5,4,5
192058,5,4,4
129735,5,4,3
14337,4,1,3
114904,1,2,4
186269,5,5,5
192445,3,4,4
120817,4,2,4
173299,4,4,5
168040,5,5,5
42600,3,1,3
108512,4,2,4
141954,5,4,5
107058,4,3,5
723,5,4,4
16528,4,4,4
39673,5,4,3
4439,3,5,3
213,2,3,4
83498,3,3,4
39317,4,5,4
51665,4,5,5
139587,5,2,4
148134,4,4,4
87674,4,2,3
168737,3,5,4
46787,4,3,5
75062,4,3,3
152897,4,5,3
157103,5,3,3
120819,3,4,2
129534,4,3,3
138496,3,2,3
123849,5,4,1
186733,3,3,3
937,2,4,4
166123,4,1,5
10841,4,2,4
163951,3,5,5
165703,4,2,5
33639,5,3,4
141245,3,4,3
93405,4,1,2
28488,4,2,5
155171,4,3,4
171293,5,4,5
130997,3,3,4
157426,5,3,5
30452,5,5,1
128992,5,5,2
40538,5,4,3
146779,4,3,4
135833,2,2,5
58844,4,1,5
188679,4,2,3
139787,4,5,5
170121,4,5,4
50342,4,5,2
92180,4,3,4
7995,5,4,5
167386,5,5,4
114498,3,4,1
68547,2,4,3
194505,3,4,5
161227,4,4,5
17011,4,4,3
38877,5,5,3
190176,5,5,5
140426,4,5,4
89070,4,5,5
155969,5,2,1
86907,2,4,5
103551,1,5,5
55592,3,3,3
21122,4,3,5
186627,4,1,5
80952,5,2,4
133751,3,5,3
138001,2,4,2
116516,5,5,1
7158,3,4,3
175200,3,3,4
147916,5,4,5
8043,4,4,5
105941,1,4,5
81687,4,5,5
44238,3,5,5
179732,5,1,5
12214,5,4,4
61673,2,3,4
161154,4,2,3
119630,2,4,3
132006,5,4,5
25781,5,4,4
175593,4,3,1
10233,2,3,3
157394,5,3,4
190909,5,3,3
14236,4,4,5
52462,4,4,4
189562,4,2,4
52362,3,3,4
95462,4,5,2
133428,4,5,4
149425,4,2,5
162499,1,3,2
1252,5,2,3
46354,1,2,5
130556,4,5,4
138849,4,4,3
184098,3,2,3
37485,5,3,4
148170,5,5,5
56919,5,5,5
178488,2,2,3
146580,3,5,5
123021,4,4,4
109860,5,3,3
135832,1,4,3
130267,5,1,1
131526,5,5,4
72524,5,5,3
84478,5,5,5
45174,4,5,2
145735,3,4,4
136014,1,3,5
85276,5,4,4
161686,4,4,4
94401,2,3,3
98948,4,3,5
64396,3,5,5
114837,4,3,4
197852,5,5,4
137021,3,1,5
131624,5,1,4
2938,1,3,5
8894,3,5,2
98855,3,4,5
190356,5,3,3
186970,4,5,4
39118,5,4,5
120964,4,5,3
174925,4,5,4
135389,5,5,3
123870,5,5,3
199222,4,2,5
19015,1,2,3
1601,4,5,5
22858,5,5,4
106852,4,4,5
54086,4,3,5
137131,2,5,4
48416,4,3,3
81818,2,4,5
184480,5,2,5
114070,3,4,5
129168,5,5,4
87721,4,5,3
119607,5,4,5
193783,2,2,3
136482,4,2,4
149377,5,5,3
18105,5,4,4
82875,3,5,3
65470,3,4,5
100967,4,2,5
6910,4,2,5
146803,2,2,4
119206,5,5,1
67826,4,2,2
154921,3,2,5
172932,2,5,4
112709,2,2,1
104937,5,4,2
35766,5,4,4
138661,4,3,3
66294,4,4,5
42699,4,5,5
190711,4,4,4
142280,4,5,4
86974,4,4,1
37230,5,5,4
24488,2,5,5
80298,5,4,3
90515,2,3,3
160488,4,5,4
22050,3,3,3
199851,4,4,4
102775,4,3,5
103863,3,4,1
109848,3,1,3
115326,4,3,4
76260,2,5,5
89412,3,3,3
142768,3,3,2
126910,5,5,3
107445,3,4,3
104290,4,5,4
191118,4,5,4
34578,4,3,4
168177,2,4,4
32186,4,5,5
147890,5,4,2
127930,4,3,3
166420,2,5,5
196720,3,5,5
10236,1,5,4
28158,4,4,5
60107,2,3,4
180223,4,4,3
137506,4,4,5
149259,4,2,4
83749,4,2,1
151941,4,2,4
38949,2,3,4
191718,2,5,3
136362,4,5,3
184194,5,5,4
124198,5,3,5
47921,4,5,2
46373,4,5,5
21101,4,5,4
134247,2,4,4
63839,4,4,5
99974,4,5,4
11005,4,4,2
26446,5,5,1
10805,3,5,5
106170,3,5,3
89992,4,4,5
60791,3,4,4
444,4,5,4
130419,4,5,3
17959,2,2,3
20561,3,4,5
179353,4,3,4
121028,1,4,4
16233,4,3,3
162919,5,2,5
188059,1,5,4
108942,4,1,4
140206,5,4,3
151247,4,3,2
197362,2,5,1
98752,4,1,4
187469,4,5,4
20691,4,5,4
125969,5,3,1
22105,3,4,5
170887,4,3,5
123124,5,2,5
120791,5,5,3
128432,4,5,4
37659,2,5,5
147328,4,5,5
57491,4,2,4
2412,1,3,2
9001,5,3,2
128028,3,5,3
63488,3,5,2
177753,5,3,4
55862,1,5,4
64169,4,4,4
10594,4,3,5
170383,4,5,4
12767,4,5,5
112923,3,5,4
83636,4,2,3
75422,4,5,5
91662,4,2,4
105298,5,1,5
195268,3,4,2
32190,3,5,5
56927,3,2,5
10079,5,4,5
180348,3,2,4
174374,5,4,4
74908,4,5,3
56462,4,4,5
151486,5,3,1
45979,4,3,5
199007,4,1,4
53165,5,3,3
117452,5,4,4
174762,5,5,3
150865,4,4,5
72455,4,5,3
132855,5,3,4
97054,5,5,3
60296,3,5,5
34300,4,5,5
39668,1,4,4
139192,3,3,2
176459,3,5,4
113695,2,5,5
108067,4,2,4
161549,4,4,2
1824,5,3,3
9068,4,5,5
92758,4,3,5
105209,5,3,5
194741,2,5,1
100719,4,4,5
47167,5,5,3
146827,5,5,5
139060,3,3,5
153359,5,4,3
49665,4,4,5
51776,4,5,5
91659,4,4,5
99528,2,2,4
19848,3,5,5
158218,4,4,4
111432,3,4,4
149382,2,3,3
168532,2,5,5
177852,5,5,3
25563,4,3,1
177396,3,3,4
9024,5,5,3
105363,5,1,5
18745,3,1,2
134383,4,3,4
161575,4,5,3
187734,4,5,4
109599,4,2,4
164583,4,4,5
187455,3,4,4
142202,5,4,5
197117,3,3,5
191080,4,4,5
148148,4,4,2
11213,1,4,2
148693,4,3,5
12857,3,4,3
164423,5,3,3
38144,3,4,5
119835,4,3,2
124679,1,2,4
132268,1,4,4
130454,5,5,3
82803,4,5,3
103323,3,1,5
156059,4,5,4
48794,3,5,4
164471,2,5,2
165262,3,2,3
52138,5,2,1
74161,3,4,3
2185,4,2,4
154989,5,5,5
36850,4,4,4
122167,4,4,4
154054,1,5,4
133900,4,5,2
137379,4,4,5
70030,4,5,5
107431,2,4,5
127080,5,3,2
152840,3,4,3
197981,4,5,2
190473,3,4,1
24656,4,4,2
28958,4,1,5
13853,2,5,4
100527,4,3,3
116721,4,5,4
102437,5,5,1
132024,2,2,3
145027,5,4,2
138451,4,4,4
46466,4,5,4
193104,2,5,4
199913,4,5,5
140070,5,5,5
153341,1,4,5
86504,2,3,4
84517,3,1,3
88074,2,2,5
149959,3,5,5
141343,5,4,4
61736,5,3,2
123526,3,5,4
180387,5,4,5
38701,4,5,2
155420,3,5,1
67234,4,2,4
41642,5,5,4
2494,4,1,4
27089,4,5,5
167003,4,3,4
20692,2,5,5
93635,4,4,4
130793,4,5,5
26232,5,5,5
37942,5,2,4
146287,4,2,5
192665,4,3,5
20178,5,1,3
85844,5,2,2
93217,3,5,1
99834,4,5,4
55407,4,4,5
68632,4,5,4
19231,4,5,5
178878,3,5,5
141169,3,4,4
138692,4,4,3
198233,4,4,5
96388,4,3,4
113108,2,3,1
8047,4,1,4
69831,5,3,4
118827,5,2,4
123604,3,5,4
189897,2,1,5
110096,5,2,4
61260,5,2,3
50905,4,5,3
42954,4,4,3
176232,4,4,4
153253,4,4,5
162722,4,3,1
126510,5,2,4
147208,3,4,5
29677,5,4,3
39918,5,5,3
102904,5,1,4
131320,3,4,5
63013,5,5,3
183440,4,3,4
56210,4,2,4
197782,4,3,3
9451,3,3,5
156098,4,4,5
45656,4,5,4
101157,4,2,3
9134,4,5,5
92357,5,4,2
151202,4,4,4
52563,4,2,3
181832,1,4,3
157097,4,5,4
87567,5,4,4
54947,2,5,5
194737,1,4,2
93772,5,2,5
168301,5,4,4
144040,4,2,4
53808,5,2,3
143465,5,4,5
86472,4,5,2
94428,4,5,5
146569,2,4,5
49233,2,3,3
198097,3,4,3
100520,5,4,5
21499,2,4,5
93265,5,5,4
165237,3,5,3
21423,4,5,5
13376,3,4,2
170904,4,5,3
113743,4,3,3
175978,3,5,4
167566,4,3,4
69964,4,4,4
62085,3,5,1
102410,3,3,5
21570,4,4,5
115730,3,3,3
99485,5,2,3
138740,4,3,4
176694,2,3,5
37597,4,5,4
98760,2,4,5
39045,4,3,1
197455,4,3,4
168076,3,5,4
98733,5,4,4
89080,1,5,5
127929,4,5,4
16098,4,3,5
142777,5,4,4
197993,4,4,5
60934,3,3,5
115135,2,2,4
68339,5,4,3
71314,3,4,4
3133,5,4,4
133757,2,5,4
57234,4,4,1
91023,5,3,5
170432,2,4,4
172439,5,5,4
23480,4,1,4
115175,5,4,2
44030,4,4,4
53814,3,5,3
68791,3,2,2
150496,4,3,3
184453,4,2,2
125182,3,5,3
65301,3,1,4
174106,3,5,5
36802,1,3,2
179530,3,2,4
97151,3,4,3
23436,1,4,4
38675,5,5,5
77289,4,5,4
108814,3,4,5
103907,5,4,4
6984,3,4,1
63684,4,3,5
149619,5,4,4
28831,5,1,5
130496,1,4,4
77260,3,4,4
79653,5,3,4
147071,4,4,5
91131,4,3,4
48181,5,4,3
8053,5,3,2
79685,5,4,5
182917,5,1,5
133179,4,3,2
28220,4,5,4
44426,3,5,5
151697,3,4,2
102680,5,5,2
40508,5,4,4
182641,3,2,4
115596,5,4,4
116285,5,4,5
157222,5,5,5
163919,1,5,4
5625,4,3,5
190419,4,4,3
177995,3,3,2
21923,4,4,1
67787,5,1,4
33595,4,4,4
38422,5,4,3
167378,4,4,3
190023,3,4,4
149742,3,3,5
72946,5,2,5
34003,3,3,4
163296,1,3,3
118923,4,4,5
164652,5,3,4
13338,3,4,2
96086,3,5,4
172002,5,2,4
147161,3,2,2
81225,5,1,1
127577,5,3,4
116744,3,5,4
16606,5,2,4
40959,3,4,4
174123,4,4,5
73251,4,5,3
68946,4,5,3
41882,4,5,1
150802,5,4,1
151020,3,3,3
182156,5,3,4
76560,4,3,4
129021,4,5,3
118658,1,2,3
129720,5,5,5
131473,4,4,1
103449,5,5,4
71044,3,3,4
191976,4,5,3
129010,5,4,3
61151,3,5,4
64350,1,3,3
101468,5,3,5
63491,3,4,5
12899,5,5,3
4293,4,4,4
166229,3,5,5
14635,4,4,3
173540,4,3,5
11228,4,4,4
169327,4,1,1
90398,4,3,3
78526,4,5,4
43717,3,3,5
175466,5,2,2
26833,1,5,3
139471,4,4,5
161451,5,3,3
193189,4,2,2
143286,3,5,5
39371,4,4,3
7760,5,4,5
73506,5,2,2
135982,1,5,4
97628,2,4,2
198987,4,5,4
81607,2,4,3
46611,2,5,4
30413,4,5,2
46252,1,5,4
141348,3,4,2
130940,4,3,4
159587,5,4,3
84370,5,4,5
176209,3,2,5
38519,5,5,5
90749,4,4,5
137139,5,4,4
9049,4,5,3
169404,5,3,5
190181,3,4,5
13244,4,5,3
130907,3,5,4
69147,2,3,5
73678,4,4,2
138726,5,4,4
68633,3,1,5
158253,5,4,3
61577,4,3,4
70302,5,5,4
176058,4,2,1
4161,5,5,5
49320,4,5,4
15354,4,3,3
188596,5,3,4
71609,4,2,5
8478,5,4,4
146333,3,4,4
12944,5,5,3
34499,4,3,3
115568,2,4,5
147451,5,1,5
70547,4,4,3
89975,3,4,5
195677,4,3,5
109523,5,3,4
101953,5,3,2
105121,2,4,5
129867,4,4,4
179165,5,3,4
26964,3,3,3
39475,2,4,2
118121,4,4,4
116545,5,5,4
172587,2,4,2
74545,3,4,5
9594,4,5,4
135583,2,5,2
18428,5,5,2
4219,3,5,3
51957,3,5,4
193979,4,5,3
116556,5,3,4
12180,5,4,5
123401,4,4,1
222,4,3,5
84612,1,3,2
87527,4,4,5
68297,5,5,5
155707,5,4,4
159250,4,5,2
179328,5,4,4
75944,2,3,4
107741,3,5,4
88493,4,5,3
86143,5,5,5
198398,2,3,4
124144,5,3,3
116784,5,2,4
192833,5,3,4
107745,4,2,4
194210,3,3,5
140270,4,3,5
118814,3,4,3
123341,5,5,4
54810,5,3,3
55549,2,5,4
146792,4,5,1
10562,4,5,2
179849,2,3,4
76768,2,4,5
112723,5,4,4
39119,4,4,4
62402,4,4,5
83163,2,4,2
105782,5,5,5
145542,5,4,3
39847,3,3,3
198477,5,5,4
41627,3,3,3
154113,3,4,4
2044,2,5,5
59818,1,2,5
99087,3,5,4
130890,4,1,4
170198,2,4,5
91935,4,5,4
41641,4,2,5
3207,3,5,5
65859,3,5,5
179213,3,1,5
33462,3,4,3
173487,4,4,3
55950,4,4,4
147607,5,3,4
63719,4,4,4
186987,4,4,3
25925,3,4,5
182072,4,1,5
89066,2,3,5
98317,5,2,4
117517,5,5,5
55,3,4,4
128181,5,3,5
61706,5,3,4
143992,5,5,4
94759,3,2,2
162257,2,4,4
110755,3,5,5
53680,2,3,5
113657,4,3,5
17623,5,3,4
183107,4,4,5
143819,5,3,3
12855,3,2,4
145598,4,5,3
137722,3,2,3
8737,3,1,5
87712,3,3,2
178891,3,3,5
111444,4,3,3
193111,3,4,5
184040,4,5,4
108120,5,3,4
178734,5,4,5
187926,4,4,3
117701,5,1,3
116960,5,2,2
29369,2,5,5
170549,2,1,2
152071,5,4,4
134779,5,1,4
40304,5,5,3
91075,1,5,3
153908,4,4,3
43896,5,3,1
115315,4,1,2
42011,3,3,4
104037,5,5,5
149053,3,3,3
30450,4,3,4
142148,4,4,3
138671,2,5,4
194965,4,3,4
125268,4,4,5
113281,5,3,3
119923,5,4,4
139019,4,4,3
50230,2,2,5
26215,5,4,4
150037,5,5,5
86390,4,4,5
54892,4,5,4
187551,4,3,4
188324,4,4,5
127499,4,5,5
112189,4,5,4
74612,1,5,3
42400,5,4,1
67462,4,4,3
149476,5,5,4
2753,5,5,4
22592,4,1,3
18418,3,5,4
68089,3,4,5
4626,5,3,4
156475,4,5,5
19361,4,4,3
96513,1,5,5
48689,5,3,4
104599,4,4,4
30679,5,5,4
4717,3,4,3
147469,5,3,4
171356,5,4,5
166882,4,4,4
189833,5,4,5
57860,5,5,2
17135,5,1,2
168754,3,3,1
137720,4,5,4
30994,4,5,4
189454,5,1,2
84874,3,4,1
63753,4,5,2
81112,4,1,5
77322,5,1,3
66936,5,4,4
93813,2,5,4
146668,3,2,2
65255,5,1,4
198586,4,4,4
6359,5,5,5
129457,5,5,4
187596,5,1,4
103016,5,3,2
133328,5,2,4
6062,4,4,4
74549,3,3,5
144429,4,3,5
5083,4,5,5
80494,4,4,5
156950,4,5,5
21493,4,3,4
194967,2,5,5
33430,5,4,3
154099,4,4,3
166478,4,2,2
87449,5,1,5
21763,5,4,1
133233,4,1,5
56972,5,5,3
115654,3,4,4
168101,5,5,4
40285,5,4,5
93320,3,4,1
74758,3,3,4
31206,5,4,5
9735,4,2,4
185121,5,4,4
97902,5,5,4
100149,4,5,5
197525,4,4,4
120956,4,3,2
92617,5,5,3
142742,5,3,5
29010,4,1,5
169894,3,3,5
113866,3,3,5
153991,3,3,5
149057,2,2,5
34786,4,2,1
26654,3,4,4
59187,4,3,1
122268,5,3,5
199602,4,4,3
22486,5,5,5
93918,2,3,4
93644,2,5,5
122237,5,3,4
94263,4,4,4
159103,2,5,5
65211,2,2,5
195592,4,3,3
29091,4,4,3
171980,3,1,4
143445,5,4,3
11132,5,5,1
184595,4,4,5
39534,1,4,4
71951,2,2,5
148347,3,5,4
151000,4,3,4
136169,5,5,4
71922,5,4,5
148377,2,5,5
92945,3,4,4
79273,4,3,4
85277,2,5,5
5570,2,3,5
117811,5,4,3
137111,5,4,3
40536,2,1,4
68021,5,5,4
175844,4,3,2
148313,2,4,5
88461,2,3,4
146078,5,5,4
172605,3,4,2
146903,5,4,5
15207,4,4,4
40601,3,4,5
10410,2,4,5
147244,4,3,4
166450,3,2,4
36651,4,4,3
125594,5,1,1
50088,1,4,1
153999,4,3,5
198479,4,4,4
131321,5,5,4
114940,5,4,4
108668,3,5,5
28743,3,3,4
136369,4,5,4
28981,3,2,2
9452,5,3,1
21578,4,4,3
147306,2,4,3
172634,4,3,4
30911,3,4,5
162132,4,5,4
96689,3,4,2
77382,5,4,5
172210,2,4,4
131609,4,3,5
186741,4,4,4
162978,5,3,3
152596,4,2,5
160933,5,4,4
34433,5,4,4
108071,4,4,5
46311,4,2,5
98036,2,4,4
31295,5,4,3
166271,5,4,4
9845,5,4,2
195643,5,4,3
164543,1,5,3
40297,2,4,4
153939,5,4,5
173821,4,4,4
10880,3,4,2
124100,3,2,4
60457,4,1,3
90679,3,5,5
50062,2,4,5
74476,4,3,5
164815,2,5,3
80274,4,4,3
98681,2,3,4
149687,4,4,1
